     8386.427700     1.003495     0.004349 0 
     8386.429100     0.998630     0.004348 0 
     8386.430500     1.007130     0.004356 0 
     8386.431900     0.998840     0.004347 0 
     8386.433300     1.000182     0.004352 0 
     8386.434700     1.001852     0.004350 0 
     8386.436100     0.999681     0.004353 0 
     8386.437500     1.003000     0.004347 0 
     8386.438800     0.999195     0.004352 0 
     8386.440200     1.004987     0.004353 0 
     8386.441600     0.994521     0.004343 0 
     8386.443000     0.996320     0.004338 0 
     8386.444400     1.005193     0.004354 0 
     8386.445800     1.003979     0.004351 0 
     8386.447200     1.003154     0.004352 0 
     8386.448600     1.001405     0.004351 0 
     8386.450000     0.999811     0.004350 0 
     8386.451300     1.002388     0.004350 0 
     8386.452700     1.003461     0.004349 0 
     8386.454100     1.005751     0.004354 0 
     8386.455500     0.993778     0.004351 0 
     8386.456900     1.001446     0.004352 0 
     8386.458300     1.003921     0.004349 0 
     8386.459700     1.003016     0.004353 0 
     8386.461100     0.996806     0.004346 0 
     8386.462500     0.995684     0.004346 0 
     8386.463800     0.997323     0.004349 0 
     8386.465200     1.003407     0.004352 0 
     8386.466600     0.995588     0.004345 0 
     8386.468000     0.998609     0.004344 0 
     8386.469400     0.992228     0.004344 0 
     8386.470800     0.997882     0.004350 0 
     8386.472200     1.000196     0.004344 0 
     8386.473600     0.998820     0.004345 0 
     8386.475000     0.996572     0.004344 0 
     8386.476300     1.000883     0.004352 0 
     8386.477700     1.006174     0.004352 0 
     8386.479100     0.999817     0.004346 0 
     8386.480500     1.001996     0.004357 0 
     8386.481900     0.999863     0.004346 0 
     8386.483300     1.000430     0.004348 0 
     8386.484700     0.999478     0.004346 0 
     8386.486100     1.003775     0.004353 0 
     8386.487500     0.995977     0.004348 0 
     8386.488800     0.999198     0.004349 0 
     8386.490200     0.996532     0.004355 0 
     8386.491600     1.001167     0.004345 0 
     8386.493000     1.002935     0.004354 0 
     8386.494400     0.996600     0.004347 0 
     8386.495800     1.007020     0.004355 0 
     8386.497200     0.999844     0.004350 0 
     8386.498600     1.004095     0.004355 0 
     8386.500000     1.006196     0.004355 0 
     8386.501300     1.000406     0.004347 0 
     8386.502700     1.002459     0.004350 0 
     8386.504100     1.003553     0.004360 0 
     8386.505500     0.996351     0.004349 0 
     8386.506900     1.006750     0.004354 0 
     8386.508300     0.996019     0.004343 0 
     8386.509700     1.006302     0.004357 0 
     8386.511100     0.999622     0.004348 0 
     8386.512500     0.999705     0.004356 0 
     8386.513800     0.998742     0.004351 0 
     8386.515200     0.998204     0.004346 0 
     8386.516600     1.005720     0.004355 0 
     8386.518000     1.005530     0.004355 0 
     8386.519400     1.007449     0.004358 0 
     8386.520800     1.002687     0.004351 0 
     8386.522200     0.995530     0.004345 0 
     8386.523600     0.994453     0.004343 0 
     8386.525000     0.996959     0.004348 0 
     8386.526300     0.996227     0.004349 0 
     8386.527700     0.997104     0.004347 0 
     8386.529100     1.003408     0.004349 0 
     8386.530500     1.002994     0.004352 0 
     8386.531900     0.997289     0.004346 0 
     8386.533300     0.995581     0.004346 0 
     8386.534700     1.000089     0.004351 0 
     8386.536100     0.995269     0.004342 0 
     8386.537500     0.992490     0.004341 0 
     8386.538800     0.999164     0.004348 0 
     8386.540200     1.000009     0.004350 0 
     8386.541600     0.989136     0.004348 0 
     8386.543000     0.985934     0.004333 0 
     8386.544400     0.993708     0.004342 0 
     8386.545800     0.991259     0.004335 0 
     8386.547200     0.987557     0.004341 0 
     8386.548600     0.983184     0.004334 0 
     8386.550000     0.988240     0.004338 0 
     8386.551300     0.988662     0.004337 0 
     8386.552700     0.984230     0.004336 0 
     8386.554100     0.977741     0.004328 0 
     8386.555500     0.984647     0.004331 0 
     8386.556900     0.986613     0.004339 0 
     8386.558300     0.982151     0.004329 0 
     8386.559700     0.990880     0.004339 0 
     8386.561100     0.980339     0.004335 0 
     8386.562500     0.982725     0.004334 0 
     8386.563800     0.980422     0.004334 0 
     8386.565200     0.983127     0.004330 0 
     8386.566600     0.992020     0.004346 0 
     8386.568000     0.986737     0.004336 0 
     8386.569400     0.988098     0.004338 0 
     8386.570800     0.982524     0.004331 0 
     8386.572200     0.983397     0.004340 0 
     8386.573600     0.987423     0.004339 0 
     8386.575000     0.992418     0.004340 0 
     8386.576300     0.989651     0.004335 0 
     8386.577700     0.978011     0.004327 0 
     8386.579100     0.980097     0.004329 0 
     8386.580500     0.978191     0.004327 0 
     8386.581900     0.976622     0.004328 0 
     8386.583300     0.992108     0.004339 0 
     8386.584700     0.987700     0.004346 0 
     8386.586100     0.986838     0.004338 0 
     8386.587500     0.989601     0.004339 0 
     8386.588800     0.982213     0.004331 0 
     8386.590200     0.983075     0.004336 0 
     8386.591600     0.979343     0.004331 0 
     8386.593000     0.988279     0.004340 0 
     8386.594400     0.989379     0.004336 0 
     8386.595800     0.990093     0.004352 0 
     8386.597200     0.986882     0.004336 0 
     8386.598600     0.985220     0.004348 0 
     8386.600000     0.987147     0.004345 0 
     8386.601300     0.986886     0.004342 0 
     8386.602700     0.983946     0.004332 0 
     8386.604100     0.989671     0.004339 0 
     8386.605500     0.981885     0.004336 0 
     8386.606900     0.985006     0.004332 0 
     8386.608300     0.994227     0.004341 0 
     8386.609700     0.984676     0.004335 0 
     8386.611100     0.990377     0.004341 0 
     8386.612500     0.991147     0.004342 0 
     8386.613800     0.989755     0.004339 0 
     8386.615200     0.996254     0.004354 0 
     8386.616600     0.994132     0.004346 0 
     8386.618000     1.002668     0.004345 0 
     8386.619400     0.995822     0.004348 0 
     8386.620800     1.003215     0.004353 0 
     8386.622200     0.996263     0.004348 0 
     8386.623600     0.996126     0.004346 0 
     8386.625000     0.998558     0.004352 0 
     8386.626300     0.996470     0.004348 0 
     8386.627700     1.004072     0.004362 0 
     8386.629100     1.001358     0.004349 0 
     8386.630500     1.002852     0.004350 0 
     8386.631900     0.997941     0.004353 0 
     8386.633300     1.001508     0.004350 0 
     8386.634700     1.000080     0.004350 0 
     8386.636100     0.995463     0.004349 0 
     8386.637500     1.002509     0.004353 0 
     8386.638800     1.001495     0.004352 0 
     8386.640200     0.995842     0.004345 0 
     8386.641600     1.000547     0.004356 0 
     8386.643000     0.999341     0.004346 0 
     8386.644400     0.993697     0.004345 0 
     8386.645800     1.001098     0.004350 0 
     8386.647200     0.993241     0.004338 0 
     8386.648600     0.994057     0.004352 0 
     8386.650000     1.001880     0.004349 0 
     8386.651300     1.002441     0.004354 0 
     8386.652700     0.999465     0.004356 0 
     8386.654100     1.004650     0.004351 0 
     8386.655500     0.998142     0.004348 0 
     8386.656900     1.006266     0.004364 0 
     8386.658300     0.996939     0.004356 0 
     8386.659700     1.002862     0.004350 0 
     8386.661100     1.005458     0.004361 0 
     8386.662500     0.993491     0.004345 0 
     8386.663800     0.995898     0.004344 0 
     8386.665200     1.000785     0.004356 0 
     8386.666600     1.003622     0.004350 0 
     8386.668000     0.999858     0.004350 0 
     8386.669400     0.999823     0.004351 0 
     8386.670800     1.000341     0.004349 0 
     8386.672200     1.001217     0.004350 0 
     8386.673600     0.989140     0.004344 0 
     8386.675000     1.004032     0.004352 0 
     8386.676300     0.999462     0.004347 0 
     8386.677700     1.000213     0.004349 0 
     8386.679100     0.998175     0.004349 0 
     8386.680500     1.000069     0.004353 0 
     8386.681900     0.997051     0.004349 0 
     8386.683300     1.000694     0.004351 0 
     8386.684700     1.000240     0.004352 0 
     8386.686100     1.000970     0.004352 0 
     8386.687500     1.000706     0.004351 0 
     8386.688800     1.000007     0.004354 0 
     8386.690200     0.998318     0.004350 0 
     8386.691600     1.002164     0.004352 0 
     8386.693000     1.002920     0.004358 0 
     8386.694400     1.004720     0.004352 0 
     8386.695800     1.002342     0.004363 0 
     8386.697200     0.999895     0.004351 0 
     8386.698600     0.998028     0.004349 0 
     8386.700000     0.997097     0.004355 0 
     8386.701300     1.006216     0.004359 0 
     8386.702700     0.999282     0.004352 0 
     8386.704100     0.995784     0.004353 0 
     8386.705500     0.997107     0.004350 0 
     8386.706900     1.002381     0.004356 0 
     8386.708300     0.988552     0.004344 0 
     8386.709700     0.997282     0.004346 0 
     8386.711100     0.998698     0.004350 0 
     8386.712500     0.997756     0.004349 0 
     8386.713800     0.994938     0.004351 0 
     8386.715200     0.998942     0.004351 0 
     8386.716600     1.005570     0.004355 0 
     8388.854100     0.997301     0.004364 0 
     8388.855500     0.996284     0.004363 0 
     8388.856900     0.993651     0.004363 0 
     8388.858300     0.999297     0.004365 0 
     8388.859700     1.005001     0.004368 0 
     8388.861000     1.013821     0.004382 0 
     8388.862400     0.994868     0.004369 0 
     8388.863800     0.997164     0.004362 0 
     8388.865200     1.002845     0.004366 0 
     8388.866600     1.004625     0.004379 0 
     8388.869400     1.000068     0.004370 0 
     8388.870800     0.996216     0.004365 0 
     8388.872200     1.000218     0.004368 0 
     8388.873500     1.000341     0.004369 0 
     8388.874900     0.993868     0.004363 0 
     8388.876300     1.000090     0.004367 0 
     8388.877700     1.004059     0.004379 0 
     8388.879100     0.993166     0.004362 0 
     8388.880500     1.003545     0.004370 0 
     8388.881900     0.992115     0.004375 0 
     8388.883300     0.997701     0.004361 0 
     8388.884700     0.993728     0.004367 0 
     8388.886000     0.999951     0.004371 0 
     8388.887400     1.001789     0.004371 0 
     8388.888800     1.002253     0.004370 0 
     8388.890200     0.997081     0.004369 0 
     8388.891600     0.995990     0.004369 0 
     8388.893000     0.993319     0.004370 0 
     8388.894400     1.004030     0.004372 0 
     8388.895800     1.004427     0.004371 0 
     8388.897200     0.997344     0.004366 0 
     8388.898500     1.005557     0.004372 0 
     8388.899900     1.002060     0.004371 0 
     8388.901300     1.000788     0.004366 0 
     8388.902700     1.007513     0.004372 0 
     8388.904100     1.003050     0.004373 0 
     8388.905500     0.998332     0.004364 0 
     8388.906900     1.000140     0.004369 0 
     8388.908300     0.995817     0.004371 0 
     8388.909700     0.998937     0.004374 0 
     8388.911000     1.001342     0.004368 0 
     8388.912400     0.993293     0.004369 0 
     8388.913800     0.992201     0.004368 0 
     8388.915200     0.996802     0.004377 0 
     8388.916600     1.001731     0.004369 0 
     8388.918000     1.001931     0.004372 0 
     8388.919400     0.994989     0.004371 0 
     8388.920800     1.001323     0.004368 0 
     8388.922200     0.994270     0.004362 0 
     8388.923500     0.998949     0.004370 0 
     8388.924900     0.998525     0.004369 0 
     8388.926300     1.002322     0.004371 0 
     8388.927700     0.997414     0.004371 0 
     8388.929100     0.996870     0.004366 0 
     8388.930500     1.002907     0.004371 0 
     8388.931900     0.996931     0.004366 0 
     8388.933300     0.991198     0.004361 0 
     8388.934700     1.009653     0.004375 0 
     8388.936000     0.998147     0.004369 0 
     8388.937400     0.998113     0.004365 0 
     8388.938800     0.998972     0.004367 0 
     8388.940200     1.003124     0.004368 0 
     8388.941600     0.995628     0.004370 0 
     8388.943000     1.001917     0.004377 0 
     8388.944400     1.000289     0.004371 0 
     8388.945800     1.000971     0.004372 0 
     8388.947100     1.003888     0.004369 0 
     8388.948500     1.002667     0.004372 0 
     8388.949900     1.001105     0.004369 0 
     8388.951300     1.003639     0.004372 0 
     8388.952700     1.004201     0.004380 0 
     8388.954100     1.007401     0.004382 0 
     8388.955500     0.994711     0.004362 0 
     8388.956900     1.005898     0.004378 0 
     8388.958300     0.998156     0.004366 0 
     8388.959600     1.000868     0.004370 0 
     8388.961000     0.998001     0.004365 0 
     8388.962400     1.002415     0.004373 0 
     8388.963800     0.998220     0.004367 0 
     8388.965200     0.988077     0.004363 0 
     8388.966600     0.990506     0.004357 0 
     8388.968000     0.987296     0.004359 0 
     8388.969400     0.985511     0.004358 0 
     8388.970800     0.984948     0.004351 0 
     8388.972100     0.990058     0.004360 0 
     8388.973500     0.991486     0.004359 0 
     8388.974900     0.989726     0.004356 0 
     8388.976300     0.988636     0.004366 0 
     8388.977700     0.984366     0.004353 0 
     8388.979100     0.994540     0.004364 0 
