descriptor x_range  m_kepler 
2455326.949950 0.493251 
2455327.049950 0.316812 
2455327.149950 0.119203 
2455327.249950 -0.086372 
2455327.349950 -0.286175 
2455327.449950 -0.466855 
2455327.549950 -0.616339 
2455327.649950 -0.724639 
2455327.749950 -0.784517 
2455327.849950 -0.791972 
2455327.949950 -0.746506 
2455328.049950 -0.651158 
2455328.149950 -0.512298 
2455328.249950 -0.339206 
2455328.349950 -0.143447 
2455328.449950 0.061897 
2455328.549950 0.263105 
2455328.649950 0.446732 
2455328.749950 0.600508 
2455328.849950 0.714156 
2455328.949950 0.780084 
2455329.049950 0.793885 
2455329.149950 0.754637 
2455329.249950 0.664963 
2455329.349950 0.530856 
2455329.449950 0.361275 
2455329.549950 0.167554 
2455329.649950 -0.037363 
2455329.749950 -0.239784 
2455329.849950 -0.426182 
2455329.949950 -0.584102 
2455330.049950 -0.702991 
2455330.149950 -0.774906 
2455330.249950 -0.795039 
2455330.349950 -0.762047 
2455330.449950 -0.678134 
2455330.549950 -0.548907 
2455330.649950 -0.383000 
2455330.749950 -0.191501 
2455330.849950 0.012794 
2455330.949950 0.216234 
2455331.049950 0.405226 
2455331.149950 0.567139 
2455331.249950 0.691155 
2455331.349950 0.768988 
2455331.449950 0.795435 
2455331.549950 0.768730 
2455331.649950 0.690657 
2455331.749950 0.566433 
2455331.849950 0.404359 
2455331.949950 0.215266 
2455332.049950 0.011788 
2455332.149950 -0.192478 
2455332.249950 -0.383882 
2455332.349950 -0.549634 
2455332.449950 -0.678659 
2455332.549950 -0.762335 
2455332.649950 -0.795070 
2455332.749950 -0.774678 
2455332.849950 -0.702520 
2455332.949950 -0.583419 
2455333.049950 -0.425332 
2455333.149950 -0.238825 
2455333.249950 -0.036358 
2455333.349950 0.168538 
2455333.449950 0.362172 
2455333.549950 0.531605 
2455333.649950 0.665515 
2455333.749950 0.754955 
2455333.849950 0.793947 
2455333.949950 0.779886 
2455334.049950 0.713712 
2455334.149950 0.599847 
2455334.249950 0.445899 
2455334.349950 0.262155 
2455334.449950 0.060894 
2455334.549950 -0.144437 
2455334.649950 -0.340116 
2455334.749950 -0.513067 
2455334.849950 -0.651735 
2455334.949950 -0.746853 
2455335.049950 -0.792065 
2455335.149950 -0.784350 
2455335.249950 -0.724223 
2455335.349950 -0.615703 
2455335.449950 -0.466040 
2455335.549950 -0.285236 
2455335.649950 -0.085371 
2455335.749950 0.120197 
2455335.849950 0.317735 
2455335.949950 0.494040 
2455336.049950 0.637333 
2455336.149950 0.738038 
2455336.249950 0.789427 
2455336.349950 0.788064 
2455336.449950 0.734042 
2455336.549950 0.630970 
2455336.649950 0.485736 
2455336.749950 0.308044 
2455336.849950 0.109767 
2455336.949950 -0.095844 
2455337.049950 -0.295050 
2455337.149950 -0.474541 
2455337.249950 -0.622322 
2455337.349950 -0.728519 
2455337.449950 -0.786035 
2455337.549950 -0.791026 
2455337.649950 -0.743160 
2455337.749950 -0.645635 
2455337.849950 -0.504968 
2455337.949950 -0.330557 
2455338.049950 -0.134059 
2455338.149950 0.071398 
2455338.249950 0.272084 
2455338.349950 0.454589 
2455338.449950 0.606717 
2455338.549950 0.718303 
2455338.649950 0.781892 
2455338.749950 0.793233 
2455338.849950 0.751569 
2455338.949950 0.659684 
2455339.049950 0.523717 
2455339.149950 0.352755 
2455339.249950 0.158222 
2455339.349950 -0.046884 
2455339.449950 -0.248858 
2455339.549950 -0.434202 
2455339.649950 -0.590532 
2455339.749950 -0.707402 
2455339.849950 -0.777002 
2455339.949950 -0.794682 
2455340.049950 -0.759259 
2455340.149950 -0.673102 
2455340.249950 -0.541967 
2455340.349950 -0.374617 
2455340.449950 -0.182234 
2455340.549950 0.022326 
2455340.649950 0.225394 
2455340.749950 0.413401 
2455340.849950 0.573784 
2455340.949950 0.695825 
2455341.049950 0.771370 
2455341.149950 0.795372 
2455341.249950 0.766225 
2455341.349950 0.685877 
2455341.449950 0.559699 
2455341.549950 0.396120 
2455341.649950 0.206072 
2455341.749950 0.002254 
2455341.849950 -0.201715 
2455341.949950 -0.392205 
2455342.049950 -0.556487 
2455342.149950 -0.683584 
2455342.249950 -0.765002 
2455342.349950 -0.795302 
2455342.449950 -0.772458 
2455342.549950 -0.697998 
2455342.649950 -0.576896 
2455342.749950 -0.417245 
2455342.849950 -0.229713 
2455342.949950 -0.026831 
2455343.049950 0.177843 
2455343.149950 0.370634 
2455343.249950 0.538659 
2455343.349950 0.670689 
2455343.449950 0.757903 
2455343.549950 0.794473 
2455343.649950 0.777954 
2455343.749950 0.709452 
2455343.849950 0.593542 
2455343.949950 0.437972 
2455344.049950 0.253135 
2455344.149950 0.051383 
2455344.249950 -0.153802 
2455344.349950 -0.348710 
2455344.449950 -0.520316 
2455344.549950 -0.657154 
2455344.649950 -0.750080 
2455344.749950 -0.792885 
2455344.849950 -0.782707 
2455344.949950 -0.720228 
2455345.049950 -0.609622 
2455345.149950 -0.458280 
2455345.249950 -0.276315 
2455345.349950 -0.075886 
2455345.449950 0.129614 
2455345.549950 0.326452 
2455345.649950 0.501477 
2455345.749950 0.642992 
2455345.849950 0.741541 
2455345.949950 0.790540 
2455346.049950 0.786713 
2455346.149950 0.730317 
2455346.249950 0.625119 
