descriptor BJD Tc_folded phase mod 
2455326.949950 -0.785724 0.762983 122.853592
2455327.049950 -0.685724 0.804241 134.588139
2455327.149950 -0.585724 0.845498 137.329002
2455327.249950 -0.485724 0.886755 130.893026
2455327.349950 -0.385724 0.928013 115.710288
2455327.449950 -0.285724 0.969270 92.795355
2455327.549950 -0.185724 0.010528 63.679488
2455327.649950 -0.085724 0.051785 30.308319
2455327.749950 0.014276 0.093043 -5.088165
2455327.849950 0.114276 0.134300 -40.144639
2455327.949950 0.214276 0.175557 -72.518497
2455328.049950 0.314276 0.216815 -100.046398
2455328.149950 0.414276 0.258072 -120.888824
2455328.249950 0.514276 0.299330 -133.653005
2455328.349950 0.614276 0.340587 -137.485992
2455328.449950 0.714276 0.381845 -132.131649
2455328.549950 0.814276 0.423102 -117.947775
2455328.649950 0.914276 0.464359 -95.882188
2455328.749950 1.014276 0.505617 -67.409394
2455328.849950 1.114276 0.546874 -34.432051
2455328.949950 -1.209529 0.588132 0.846170
2455329.049950 -1.109529 0.629389 36.067847
2455329.149950 -1.009529 0.670647 68.879335
2455329.249950 -0.909529 0.711904 97.088048
2455329.349950 -0.809529 0.753162 118.808973
2455329.449950 -0.709529 0.794419 132.590638
2455329.549950 -0.609529 0.835676 137.512100
2455329.649950 -0.509529 0.876934 133.244487
2455329.749950 -0.409529 0.918191 120.072979
2455329.849950 -0.309529 0.959449 98.877744
2455329.949950 -0.209529 0.000706 71.075127
2455330.049950 -0.109529 0.041964 38.523005
2455330.149950 -0.009529 0.083221 3.396631
2455330.249950 0.090471 0.124478 -31.956719
2455330.349950 0.190471 0.165736 -65.174601
2455330.449950 0.290471 0.206993 -94.037272
2455330.549950 0.390471 0.248251 -116.616020
2455330.649950 0.490471 0.289508 -131.402049
2455330.749950 0.590471 0.330766 -137.407300
2455330.849950 0.690471 0.372023 -134.230480
2455330.949950 0.790471 0.413281 -122.083877
2455331.049950 0.890471 0.454538 -101.779171
2455331.149950 0.990471 0.495795 -74.673200
