descriptor BJD Tc_folded phase mod 
8384.481805 0.327353 0.328075 0.000000
8384.485277 0.330825 0.329507 0.000000
8384.488749 0.334297 0.330940 0.000000
8384.492222 0.337769 0.332373 0.000000
8384.495694 0.341242 0.333805 0.000000
8384.499166 0.344714 0.335238 0.000000
8384.502638 0.348186 0.336670 0.000000
8384.506111 0.351658 0.338103 0.000000
8384.509583 0.355130 0.339535 0.000000
8384.513055 0.358603 0.340968 0.000000
8384.516527 0.362075 0.342400 0.000000
8384.519999 0.365547 0.343833 0.000000
8384.523472 0.369019 0.345265 0.000000
8384.526944 0.372492 0.346698 0.000000
8384.530416 0.375964 0.348130 0.000000
8384.533888 0.379436 0.349563 0.000000
8384.537361 0.382908 0.350995 0.000000
8384.540833 0.386380 0.352428 0.000000
8384.544305 0.389853 0.353860 0.000000
8384.547777 0.393325 0.355293 0.000000
8384.551249 0.396797 0.356725 0.000000
8384.554722 0.400269 0.358158 0.000000
8384.558194 0.403742 0.359591 0.000000
8384.561666 0.407214 0.361023 0.000000
8384.565138 0.410686 0.362456 0.000000
8384.568611 0.414158 0.363888 0.000000
8384.572083 0.417630 0.365321 0.000000
8384.575555 0.421103 0.366753 0.000000
8384.579027 0.424575 0.368186 0.000000
8384.582499 0.428047 0.369618 0.000000
8384.585972 0.431519 0.371051 0.000000
8384.589444 0.434992 0.372483 0.000000
8384.592916 0.438464 0.373916 0.000000
8384.596388 0.441936 0.375348 0.000000
8384.599861 0.445408 0.376781 0.000000
8384.603333 0.448880 0.378213 0.000000
8384.606805 0.452353 0.379646 0.000000
8384.610277 0.455825 0.381078 0.000000
8384.613749 0.459297 0.382511 0.000000
8384.617222 0.462769 0.383944 0.000000
8384.620694 0.466242 0.385376 0.000000
8384.624166 0.469714 0.386809 0.000000
8384.627638 0.473186 0.388241 0.000000
8384.631111 0.476658 0.389674 0.000000
8384.634583 0.480130 0.391106 0.000000
8384.638055 0.483603 0.392539 0.000000
8384.641527 0.487075 0.393971 0.000000
8384.644999 0.490547 0.395404 0.000000
8384.648472 0.494019 0.396836 0.000000
8384.651944 0.497492 0.398269 0.000000
8384.655416 0.500964 0.399701 0.000000
8384.658888 0.504436 0.401134 0.000000
8384.662361 0.507908 0.402566 0.000000
8384.665833 0.511380 0.403999 0.000000
8384.669305 0.514853 0.405431 0.000000
8384.672777 0.518325 0.406864 0.000000
8384.676249 0.521797 0.408296 0.000000
8384.679722 0.525269 0.409729 0.000000
8384.683194 0.528742 0.411162 0.000000
8384.686666 0.532214 0.412594 0.000000
8384.690138 0.535686 0.414027 0.000000
8384.693611 0.539158 0.415459 0.000000
8384.697083 0.542630 0.416892 0.000000
8384.700555 0.546103 0.418324 0.000000
8384.704027 0.549575 0.419757 0.000000
8384.707499 0.553047 0.421189 0.000000
8384.710972 0.556519 0.422622 0.000000
8384.714444 0.559992 0.424054 0.000000
8384.717916 0.563464 0.425487 0.000000
8384.721388 0.566936 0.426919 0.000000
8384.724861 0.570408 0.428352 0.000000
8384.728333 0.573880 0.429784 0.000000
8384.731805 0.577353 0.431217 0.000000
8384.735277 0.580825 0.432649 0.000000
8384.738749 0.584297 0.434082 0.000000
8384.742222 0.587769 0.435514 0.000000
8384.745694 0.591242 0.436947 0.000000
8384.749166 0.594714 0.438380 0.000000
8384.752638 0.598186 0.439812 0.000000
8384.756111 0.601658 0.441245 0.000000
8384.759583 0.605130 0.442677 0.000000
8384.763055 0.608603 0.444110 0.000000
8384.766527 0.612075 0.445542 0.000000
8384.769999 0.615547 0.446975 0.000000
8384.773472 0.619019 0.448407 0.000000
8384.776944 0.622492 0.449840 0.000000
8384.780416 0.625964 0.451272 0.000000
8384.783888 0.629436 0.452705 0.000000
8384.787361 0.632908 0.454137 0.000000
8384.790833 0.636380 0.455570 0.000000
8384.794305 0.639853 0.457002 0.000000
8384.797777 0.643325 0.458435 0.000000
8384.801249 0.646797 0.459867 0.000000
8384.804722 0.650269 0.461300 0.000000
8384.808194 0.653742 0.462732 0.000000
8384.811666 0.657214 0.464165 0.000000
8384.815138 0.660686 0.465598 0.000000
8384.818611 0.664158 0.467030 0.000000
8384.822083 0.667630 0.468463 0.000000
8384.825555 0.671103 0.469895 0.000000
8384.829027 0.674575 0.471328 0.000000
8384.832499 0.678047 0.472760 0.000000
8384.835972 0.681519 0.474193 0.000000
8384.839444 0.684992 0.475625 0.000000
8384.842916 0.688464 0.477058 0.000000
8384.846388 0.691936 0.478490 0.000000
8384.849861 0.695408 0.479923 0.000000
8384.853333 0.698880 0.481355 0.000000
8384.856805 0.702353 0.482788 0.000000
8384.860277 0.705825 0.484220 0.000000
8384.863749 0.709297 0.485653 0.000000
8384.867222 0.712769 0.487085 0.000000
8384.870694 0.716242 0.488518 0.000000
8384.874166 0.719714 0.489950 0.000000
8384.877638 0.723186 0.491383 0.000000
8384.881111 0.726658 0.492816 0.000000
8384.884583 0.730130 0.494248 0.000000
8384.888055 0.733603 0.495681 0.000000
8384.891527 0.737075 0.497113 0.000000
8384.894999 0.740547 0.498546 0.000000
8384.898472 0.744019 0.499978 0.000000
8384.901944 0.747492 0.501411 0.000000
8384.905416 0.750964 0.502843 0.000000
8384.908888 0.754436 0.504276 0.000000
8384.912361 0.757908 0.505708 0.000000
8384.915833 0.761380 0.507141 0.000000
8384.919305 0.764853 0.508573 0.000000
8384.922777 0.768325 0.510006 0.000000
8384.926249 0.771797 0.511438 0.000000
8384.929722 0.775269 0.512871 0.000000
8384.933194 0.778742 0.514303 0.000000
8384.936666 0.782214 0.515736 0.000000
8384.940138 0.785686 0.517169 0.000000
8384.943611 0.789158 0.518601 0.000000
8384.947083 0.792630 0.520034 0.000000
8384.950555 0.796103 0.521466 0.000000
8384.954027 0.799575 0.522899 0.000000
8384.957499 0.803047 0.524331 0.000000
8384.960972 0.806519 0.525764 0.000000
8384.964444 0.809992 0.527196 0.000000
8384.967916 0.813464 0.528629 0.000000
8384.971388 0.816936 0.530061 0.000000
8384.974861 0.820408 0.531494 0.000000
8384.978333 0.823880 0.532926 0.000000
8384.981805 0.827353 0.534359 0.000000
8384.985277 0.830825 0.535791 0.000000
8384.988749 0.834297 0.537224 0.000000
8384.992222 0.837769 0.538656 0.000000
8384.995694 0.841242 0.540089 0.000000
8384.999166 0.844714 0.541521 0.000000
8385.002638 0.848186 0.542954 0.000000
8385.006111 0.851658 0.544387 0.000000
8385.009583 0.855130 0.545819 0.000000
8385.013055 0.858603 0.547252 0.000000
8385.016527 0.862075 0.548684 0.000000
8385.019999 0.865547 0.550117 0.000000
8385.023472 0.869019 0.551549 0.000000
8385.026944 0.872492 0.552982 0.000000
8385.030416 0.875964 0.554414 0.000000
8385.033888 0.879436 0.555847 0.000000
8385.037361 0.882908 0.557279 0.000000
8385.040833 0.886380 0.558712 0.000000
8385.044305 0.889853 0.560144 0.000000
8385.047777 0.893325 0.561577 0.000000
8385.051249 0.896797 0.563009 0.000000
8385.054722 0.900269 0.564442 0.000000
8385.058194 0.903742 0.565874 0.000000
8385.061666 0.907214 0.567307 0.000000
8385.065138 0.910686 0.568739 0.000000
8385.068611 0.914158 0.570172 0.000000
8385.072083 0.917630 0.571605 0.000000
8385.075555 0.921103 0.573037 0.000000
8385.079027 0.924575 0.574470 0.000000
8385.082499 0.928047 0.575902 0.000000
8385.085972 0.931519 0.577335 0.000000
8385.089444 0.934992 0.578767 0.000000
8385.092916 0.938464 0.580200 0.000000
8385.096388 0.941936 0.581632 0.000000
8385.099861 0.945408 0.583065 0.000000
8385.103333 0.948880 0.584497 0.000000
8385.106805 0.952353 0.585930 0.000000
8385.110277 0.955825 0.587362 0.000000
8385.113749 0.959297 0.588795 0.000000
8385.117222 0.962769 0.590227 0.000000
8385.120694 0.966242 0.591660 0.000000
8385.124166 0.969714 0.593092 0.000000
8385.127638 0.973186 0.594525 0.000000
8385.131111 0.976658 0.595957 0.000000
8385.134583 0.980130 0.597390 0.000000
8385.138055 0.983603 0.598823 0.000000
8385.141527 0.987075 0.600255 0.000000
8385.144999 0.990547 0.601688 0.000000
8385.148472 0.994019 0.603120 0.000000
8385.151944 0.997492 0.604553 0.000000
8385.155416 1.000964 0.605985 0.000000
8385.158888 1.004436 0.607418 0.000000
8385.162361 1.007908 0.608850 0.000000
8385.165833 1.011380 0.610283 0.000000
8385.169305 1.014853 0.611715 0.000000
8385.172777 1.018325 0.613148 0.000000
8385.176249 1.021797 0.614580 0.000000
8385.179722 1.025269 0.616013 0.000000
8385.183194 1.028742 0.617445 0.000000
8385.186666 1.032214 0.618878 0.000000
8385.190138 1.035686 0.620310 0.000000
8385.193611 1.039158 0.621743 0.000000
8385.197083 1.042630 0.623176 0.000000
8385.200555 1.046103 0.624608 0.000000
8385.204027 1.049575 0.626041 0.000000
8385.207499 1.053047 0.627473 0.000000
8385.210972 1.056519 0.628906 0.000000
8385.214444 1.059992 0.630338 0.000000
8385.217916 1.063464 0.631771 0.000000
8385.221388 1.066936 0.633203 0.000000
8385.224861 1.070408 0.634636 0.000000
8385.228333 1.073880 0.636068 0.000000
8385.231805 1.077353 0.637501 0.000000
8385.235277 1.080825 0.638933 0.000000
8385.238749 1.084297 0.640366 0.000000
8385.242222 1.087769 0.641798 0.000000
8385.245694 1.091242 0.643231 0.000000
8385.249166 1.094714 0.644663 0.000000
8385.252638 1.098186 0.646096 0.000000
8385.256111 1.101658 0.647528 0.000000
8385.259583 1.105130 0.648961 0.000000
8385.263055 1.108603 0.650394 0.000000
8385.266527 1.112075 0.651826 0.000000
8385.269999 1.115547 0.653259 0.000000
8385.273472 1.119019 0.654691 0.000000
8385.276944 1.122492 0.656124 0.000000
8385.280416 1.125964 0.657556 0.000000
8385.283888 1.129436 0.658989 0.000000
8385.287361 1.132908 0.660421 0.000000
8385.290833 1.136380 0.661854 0.000000
8385.294305 1.139853 0.663286 0.000000
8385.297777 1.143325 0.664719 0.000000
8385.301249 1.146797 0.666151 0.000000
8385.304722 1.150269 0.667584 0.000000
8385.308194 1.153742 0.669016 0.000000
8385.311666 1.157214 0.670449 0.000000
