  2458386.2430110       1.001232       0.004351
  2458386.2444000       0.998784       0.004346
  2458386.2457890       0.999324       0.004346
  2458386.2471780       0.997258       0.004342
  2458386.2485670       1.000963       0.004343
  2458386.2499560       0.992190       0.004346
  2458386.2513450       1.000189       0.004356
  2458386.2527340       0.998249       0.004344
  2458386.2541220       0.998388       0.004349
  2458386.2555110       0.999547       0.004343
  2458386.2569000       1.002045       0.004363
  2458386.2582890       1.003681       0.004350
  2458386.2596780       1.002198       0.004347
  2458386.2610670       0.999654       0.004347
  2458386.2624560       0.991840       0.004341
  2458386.2638450       0.997611       0.004348
  2458386.2652340       1.003076       0.004351
  2458386.2666220       1.000910       0.004350
  2458386.2680110       0.999229       0.004345
  2458386.2694000       1.003612       0.004344
  2458386.2707890       1.007095       0.004362
  2458386.2721780       1.003008       0.004351
  2458386.2735670       1.000949       0.004351
  2458386.2749560       1.002339       0.004350
  2458386.2763450       0.999703       0.004350
  2458386.2777330       1.004213       0.004352
  2458386.2791220       1.000898       0.004349
  2458386.2805110       1.000154       0.004345
  2458386.2819000       0.998864       0.004348
  2458386.2832890       0.998012       0.004348
  2458386.2846780       0.995604       0.004340
  2458386.2860670       1.003106       0.004349
  2458386.2874560       0.990403       0.004339
  2458386.2888440       1.003306       0.004350
  2458386.2902330       0.999887       0.004351
  2458386.2916220       0.999232       0.004354
  2458386.2930110       1.000269       0.004356
  2458386.2944000       1.003202       0.004354
  2458386.2957890       0.996906       0.004356
  2458386.2971780       1.003991       0.004349
  2458386.2985670       1.002872       0.004354
  2458386.2999550       1.000333       0.004350
  2458386.3013440       1.004093       0.004364
  2458386.3027330       0.999486       0.004347
  2458386.3041220       0.998971       0.004347
  2458386.3055110       0.993085       0.004344
  2458386.3069000       1.006019       0.004354
  2458386.3082890       1.005166       0.004351
  2458386.3096780       1.004514       0.004350
  2458386.3110660       1.001493       0.004353
  2458386.3124550       0.996479       0.004347
  2458386.3138440       1.004853       0.004353
  2458386.3152330       1.007967       0.004355
  2458386.3166220       0.996052       0.004344
  2458386.3180110       1.000225       0.004345
  2458386.3194000       1.002971       0.004357
  2458386.3207890       0.997763       0.004346
  2458386.3221770       1.009333       0.004351
  2458386.3235660       0.999422       0.004348
  2458386.3249550       1.004675       0.004349
  2458386.3263440       1.002295       0.004356
  2458386.3277330       0.995851       0.004351
  2458386.3291220       1.000934       0.004349
  2458386.3305110       0.998882       0.004344
  2458386.3319000       0.997865       0.004343
  2458386.3332890       1.004287       0.004357
  2458386.3346770       1.002209       0.004350
  2458386.3360660       0.998262       0.004347
  2458386.3374550       0.997761       0.004348
  2458386.3388440       1.001641       0.004350
  2458386.3402330       1.003399       0.004350
  2458386.3416220       1.004624       0.004349
  2458386.3430110       1.001569       0.004349
  2458386.3444000       1.003108       0.004357
  2458386.3457880       1.000780       0.004346
  2458386.3471770       1.001750       0.004361
  2458386.3485660       1.004055       0.004352
  2458386.3499550       1.001028       0.004350
  2458386.3513440       0.998781       0.004348
  2458386.3527330       1.004217       0.004346
  2458386.3541220       0.997792       0.004342
  2458386.3555110       1.002909       0.004348
