  2458385.941625      1264.560783         5.312068
  2458385.943014      1289.715607         5.334735
  2458385.944403      1292.714035         5.337243
  2458385.945792      1294.957787         5.354528
  2458385.947180      1300.001205         5.344415
  2458385.948569      1297.988152         5.350912
  2458385.949958      1308.015472         5.359639
  2458385.951347      1297.296402         5.344852
  2458385.952736      1293.011147         5.332455
  2458385.954125      1306.214409         5.350040
  2458385.955514      1307.670113         5.347532
  2458385.956903      1304.602570         5.349443
  2458385.958291      1309.549767         5.361264
  2458385.959680      1317.362549         5.362011
  2458385.961069      1314.523491         5.354241
  2458385.962458      1308.466805         5.349817
  2458385.963847      1309.476997         5.352703
  2458385.965236      1295.799561         5.343784
  2458385.966625      1303.993553         5.352546
  2458385.968014      1303.681427         5.349404
  2458385.969403      1304.155853         5.359994
  2458385.970791      1310.867699         5.356512
  2458385.972180      1312.641716         5.357337
  2458385.973569      1300.247894         5.344404
  2458385.974958      1317.198402         5.359402
  2458385.976347      1307.240738         5.350919
  2458385.977736      1308.092651         5.349828
  2458385.979125      1301.304962         5.349924
  2458385.980514      1305.150368         5.344732
  2458385.981902      1311.833412         5.353430
  2458385.983291      1299.393387         5.343989
  2458385.984680      1307.918915         5.350476
  2458385.986069      1312.155716         5.356591
  2458385.987458      1314.092110         5.355922
  2458385.988847      1307.015121         5.350451
  2458385.990236      1295.761223         5.343959
  2458385.991625      1318.271507         5.359826
  2458385.993013      1310.231384         5.356763
  2458385.994402      1296.871651         5.343520
  2458385.995791      1315.294464         5.355601
  2458385.997180      1309.869370         5.350636
  2458385.998569      1298.585388         5.343768
  2458385.999958      1310.930847         5.351330
  2458386.001347      1294.344910         5.335833
  2458386.002736      1317.049896         5.361316
  2458386.004124      1309.241165         5.354294
  2458386.005513      1311.514374         5.353640
  2458386.006902      1298.879448         5.344112
  2458386.008291      1306.966743         5.348963
  2458386.009680      1311.115967         5.354201
  2458386.011069      1297.791138         5.345766
  2458386.012458      1308.640846         5.353348
  2458386.013847      1306.833588         5.351842
  2458386.015236      1304.326065         5.349741
  2458386.016624      1304.275787         5.350933
  2458386.018013      1298.331657         5.350423
  2458386.019402      1305.714928         5.347611
  2458386.020791      1304.403465         5.346270
  2458386.022180      1310.917366         5.354682
  2458386.023569      1324.327354         5.370510
  2458386.024958      1295.984047         5.342642
  2458386.026347      1311.645416         5.357306
  2458386.027735      1304.674828         5.346390
  2458386.029124      1307.656822         5.358323
  2458386.030513      1304.169563         5.350050
  2458386.031902      1309.670578         5.369751
  2458386.033291      1309.578629         5.364388
  2458386.034680      1308.856819         5.350423
  2458386.036069      1308.033867         5.350350
  2458386.037458      1304.135147         5.343723
  2458386.038846      1312.096695         5.352819
  2458386.040235      1300.158218         5.346933
  2458386.041624      1305.441612         5.345957
  2458386.043013      1310.529518         5.354696
  2458386.044402      1303.928879         5.345016
  2458386.045791      1310.501457         5.360138
  2458386.047180      1316.573067         5.356924
  2458386.048569      1297.551857         5.357774
  2458386.049957      1305.189758         5.351058
  2458386.051346      1309.133804         5.355318
  2458386.052735      1306.967583         5.356930
  2458386.054124      1305.663925         5.346277
  2458386.055513      1312.396988         5.353934
  2458386.056902      1300.697968         5.346603
  2458386.058291      1307.232155         5.348596
  2458386.059680      1315.930161         5.359566
  2458386.061068      1313.647804         5.350572
  2458386.062457      1311.579865         5.350748
  2458386.063846      1310.573135         5.352697
  2458386.065235      1306.465065         5.349749
  2458386.066624      1311.131294         5.368638
  2458386.068013      1303.390999         5.346666
  2458386.069402      1310.679138         5.357816
  2458386.070791      1311.112587         5.354495
  2458386.072180      1310.561516         5.355447
  2458386.073568      1308.954903         5.352842
  2458386.074957      1310.051369         5.354684
  2458386.076346      1316.172325         5.358022
  2458386.077735      1314.705864         5.353854
  2458386.079124      1303.146423         5.345283
  2458386.080513      1306.385506         5.346534
  2458386.081902      1316.106346         5.367063
