  2458386.430510     1.007125     0.004356 0 
  2458386.431899     0.998848     0.004347 0 
  2458386.433288     1.000179     0.004352 0 
  2458386.434677     1.001855     0.004350 0 
  2458386.436065     0.999685     0.004353 0 
  2458386.437454     1.003000     0.004347 0 
  2458386.438843     0.999208     0.004352 0 
  2458386.440232     1.004978     0.004353 0 
  2458386.441621     0.994513     0.004343 0 
  2458386.443010     0.996316     0.004338 0 
  2458386.444399     1.005186     0.004354 0 
  2458386.445788     1.003989     0.004351 0 
  2458386.447176     1.003157     0.004352 0 
  2458386.448565     1.001401     0.004351 0 
  2458386.449954     0.999811     0.004350 0 
  2458386.451343     1.002396     0.004350 0 
  2458386.452732     1.003469     0.004349 0 
  2458386.454121     1.005744     0.004354 0 
  2458386.455510     0.993789     0.004351 0 
  2458386.456899     1.001438     0.004352 0 
  2458386.458287     1.003921     0.004349 0 
  2458386.459676     1.003023     0.004353 0 
  2458386.461065     0.996799     0.004346 0 
  2458386.462454     0.995684     0.004346 0 
  2458386.463843     0.997321     0.004349 0 
  2458386.465232     1.003401     0.004352 0 
  2458386.466621     0.995593     0.004345 0 
  2458386.468010     0.998605     0.004344 0 
  2458386.469398     0.992232     0.004344 0 
  2458386.470787     0.997891     0.004350 0 
  2458386.472176     1.000185     0.004344 0 
  2458386.473565     0.998830     0.004345 0 
  2458386.474954     0.996572     0.004344 0 
  2458386.476343     1.000876     0.004352 0 
  2458386.477732     1.006166     0.004352 0 
  2458386.479121     0.999814     0.004346 0 
  2458386.480509     1.001995     0.004357 0 
  2458386.481898     0.999862     0.004346 0 
  2458386.483287     1.000440     0.004348 0 
  2458386.484676     0.999478     0.004346 0 
  2458386.486065     1.003785     0.004353 0 
  2458386.487454     0.995977     0.004348 0 
  2458386.488843     0.999190     0.004349 0 
  2458386.490232     0.996543     0.004355 0 
  2458386.491620     1.001180     0.004345 0 
  2458386.493009     1.002930     0.004354 0 
  2458386.494398     0.996603     0.004347 0 
  2458386.495787     1.007033     0.004355 0 
  2458386.497176     0.999848     0.004350 0 
  2458386.498565     1.004098     0.004355 0 
  2458386.499954     1.006196     0.004355 0 
  2458386.501343     1.000406     0.004347 0 
  2458386.502732     1.002456     0.004350 0 
  2458386.504120     1.003562     0.004360 0 
  2458386.505509     0.996364     0.004349 0 
  2458386.506898     1.006745     0.004354 0 
  2458386.508287     0.996017     0.004343 0 
  2458386.509676     1.006315     0.004357 0 
  2458386.511065     0.999620     0.004348 0 
  2458386.512454     0.999705     0.004356 0 
  2458386.513843     0.998742     0.004351 0 
  2458386.515231     0.998210     0.004346 0 
  2458386.516620     1.005713     0.004355 0 
  2458386.518009     1.005539     0.004355 0 
  2458386.519398     1.007449     0.004358 0 
  2458386.520787     1.002697     0.004351 0 
  2458386.522176     0.995528     0.004345 0 
  2458386.523565     0.994451     0.004343 0 
  2458386.524954     0.996959     0.004348 0 
  2458386.526342     0.996233     0.004349 0 
  2458386.527731     0.997100     0.004347 0 
  2458386.529120     1.003414     0.004349 0 
  2458386.530509     1.003003     0.004352 0 
  2458386.531898     0.997280     0.004346 0 
  2458386.533287     0.995582     0.004346 0 
  2458386.534676     1.000098     0.004351 0 
  2458386.536065     0.995270     0.004342 0 
  2458386.537453     0.992490     0.004341 0 
  2458386.538842     0.999154     0.004348 0 
  2458386.540231     1.000013     0.004350 0 
  2458386.541620     0.989148     0.004348 0 
  2458386.543009     0.985936     0.004333 0 
  2458386.544398     0.993705     0.004342 0 
  2458386.545787     0.991252     0.004335 0 
  2458386.547176     0.987549     0.004340 0 
  2458386.548564     0.983195     0.004334 0 
  2458386.549953     0.988240     0.004338 0 
  2458386.551342     0.988671     0.004337 0 
  2458386.552731     0.984225     0.004336 0 
  2458386.554120     0.977740     0.004328 0 
  2458386.555509     0.984641     0.004331 0 
  2458386.556898     0.986622     0.004339 0 
  2458386.558287     0.982161     0.004329 0 
  2458386.559675     0.990890     0.004340 0 
  2458386.561064     0.980348     0.004335 0 
  2458386.562453     0.982725     0.004334 0 
  2458386.563842     0.980430     0.004334 0 
  2458386.565231     0.983130     0.004330 0 
  2458386.566620     0.992012     0.004346 0 
  2458386.568009     0.986747     0.004336 0 
  2458386.569398     0.988108     0.004338 0 
  2458386.570786     0.982532     0.004331 0 
  2458386.572175     0.983397     0.004340 0 
  2458386.573564     0.987417     0.004339 0 
  2458386.574953     0.992418     0.004340 0 
  2458386.576342     0.989660     0.004335 0 
  2458386.577731     0.978005     0.004327 0 
  2458386.579120     0.980099     0.004329 0 
  2458386.580509     0.978187     0.004327 0 
  2458386.581897     0.976625     0.004328 0 
  2458386.583286     0.992105     0.004339 0 
  2458386.584675     0.987693     0.004346 0 
  2458386.586064     0.986845     0.004338 0 
  2458386.587453     0.989601     0.004339 0 
  2458386.588842     0.982214     0.004331 0 
  2458386.590231     0.983080     0.004336 0 
  2458386.591620     0.979340     0.004331 0 
  2458386.593009     0.988280     0.004340 0 
  2458386.594397     0.989380     0.004336 0 
  2458386.595786     0.990098     0.004352 0 
  2458386.597175     0.986893     0.004337 0 
  2458386.598564     0.985216     0.004348 0 
  2458386.599953     0.987147     0.004345 0 
  2458386.601342     0.986886     0.004342 0 
  2458386.602731     0.983938     0.004332 0 
  2458386.604120     0.989675     0.004339 0 
  2458386.605508     0.981898     0.004336 0 
  2458386.606897     0.985006     0.004332 0 
  2458386.608286     0.994220     0.004341 0 
  2458386.609675     0.984669     0.004334 0 
