descriptor BJD Tc_folded pha val,+- sys mod full val_compare,+- res,+- jit 
2459174.236319 -0.081390 0.221160 1.035470 0.005916 0.000000 0.000000 1.049927 -0.014457 0.005916 -0.014457 0.005916 0.003065
2459174.236514 -0.081195 0.221240 1.037621 0.005916 0.000000 0.000000 1.049946 -0.012325 0.005916 -0.012325 0.005916 0.003065
2459174.236708 -0.081001 0.221320 1.048750 0.005916 0.000000 0.000000 1.049965 -0.001215 0.005916 -0.001215 0.005916 0.003065
2459174.236903 -0.080806 0.221400 1.050922 0.005916 0.000000 0.000000 1.049985 0.000937 0.005916 0.000937 0.005916 0.003065
2459174.237097 -0.080612 0.221480 1.065820 0.005916 0.000000 0.000000 1.050004 0.015816 0.005916 0.015816 0.005916 0.003065
2459174.237292 -0.080417 0.221560 1.042110 0.005916 0.000000 0.000000 1.050023 -0.007913 0.005916 -0.007913 0.005916 0.003065
2459174.237486 -0.080223 0.221640 1.053302 0.005916 0.000000 0.000000 1.050042 0.003260 0.005916 0.003260 0.005916 0.003065
2459174.237680 -0.080029 0.221720 1.051507 0.005916 0.000000 0.000000 1.050061 0.001446 0.005916 0.001446 0.005916 0.003065
2459174.237875 -0.079834 0.221800 1.056727 0.005916 0.000000 0.000000 1.050080 0.006647 0.005916 0.006647 0.005916 0.003065
2459174.238069 -0.079640 0.221880 1.049151 0.005916 0.000000 0.000000 1.050099 -0.000948 0.005916 -0.000948 0.005916 0.003065
2459174.238264 -0.079445 0.221960 1.051936 0.005916 0.000000 0.000000 1.050118 0.001818 0.005916 0.001818 0.005916 0.003065
2459174.238458 -0.079251 0.222040 1.051570 0.005916 0.000000 0.000000 1.050137 0.001433 0.005916 0.001433 0.005916 0.003065
2459174.238653 -0.079056 0.222120 1.056045 0.005916 0.000000 0.000000 1.050155 0.005890 0.005916 0.005890 0.005916 0.003065
2459174.238847 -0.078862 0.222200 1.048796 0.005916 0.000000 0.000000 1.050174 -0.001378 0.005916 -0.001378 0.005916 0.003065
2459174.239041 -0.078668 0.222280 1.053072 0.005916 0.000000 0.000000 1.050193 0.002879 0.005916 0.002879 0.005916 0.003065
2459174.239236 -0.078473 0.222360 1.046539 0.005916 0.000000 0.000000 1.050211 -0.003672 0.005916 -0.003672 0.005916 0.003065
2459174.239430 -0.078279 0.222440 1.043280 0.005916 0.000000 0.000000 1.050230 -0.006950 0.005916 -0.006950 0.005916 0.003065
2459174.239625 -0.078084 0.222520 1.047296 0.005916 0.000000 0.000000 1.050249 -0.002953 0.005916 -0.002953 0.005916 0.003065
2459174.239819 -0.077890 0.222600 1.056811 0.005916 0.000000 0.000000 1.050267 0.006544 0.005916 0.006544 0.005916 0.003065
2459174.240014 -0.077695 0.222680 1.059513 0.005916 0.000000 0.000000 1.050286 0.009227 0.005916 0.009227 0.005916 0.003065
2459174.240208 -0.077501 0.222760 1.049445 0.005916 0.000000 0.000000 1.050304 -0.000859 0.005916 -0.000859 0.005916 0.003065
2459174.240402 -0.077307 0.222839 1.048123 0.005916 0.000000 0.000000 1.050322 -0.002199 0.005916 -0.002199 0.005916 0.003065
