     8387.883274     0.995529     0.004355 0 
     8387.884662     1.001108     0.004364 0 
     8387.886051     1.001347     0.004363 0 
     8387.887440     0.998230     0.004357 0 
     8387.888829     0.999665     0.004362 0 
     8387.890218     0.996972     0.004361 0 
     8387.891607     1.005348     0.004367 0 
     8387.892996     1.007300     0.004366 0 
     8387.894385     0.997549     0.004358 0 
     8387.895773     1.003775     0.004375 0 
     8387.897162     0.998592     0.004358 0 
     8387.898551     1.009453     0.004373 0 
     8387.899940     1.002988     0.004360 0 
     8387.901329     0.998152     0.004365 0 
     8387.902718     1.000503     0.004359 0 
     8387.904107     1.004694     0.004369 0 
     8387.905495     1.005909     0.004365 0 
     8387.906884     0.996851     0.004360 0 
     8387.908273     1.000075     0.004359 0 
     8387.909662     0.996672     0.004361 0 
     8387.911051     1.003495     0.004359 0 
     8387.912440     1.001648     0.004364 0 
     8387.913829     1.006411     0.004365 0 
     8387.915218     0.997975     0.004363 0 
     8387.916606     0.996835     0.004363 0 
     8387.917995     0.997938     0.004356 0 
     8387.919384     1.002736     0.004363 0 
     8387.920773     1.006032     0.004364 0 
     8387.922162     0.999498     0.004365 0 
     8387.923551     0.995619     0.004353 0 
     8387.924940     0.997444     0.004360 0 
     8387.926329     0.995196     0.004362 0 
     8387.927717     1.002308     0.004374 0 
     8387.929106     1.001802     0.004365 0 
     8387.930495     1.001745     0.004363 0 
     8387.931884     1.000724     0.004365 0 
     8387.933273     1.001696     0.004364 0 
     8387.934662     1.001944     0.004370 0 
     8387.936051     0.985710     0.004344 0 
     8387.937440     1.006221     0.004367 0 
     8387.938828     0.997289     0.004360 0 
     8387.940217     1.005698     0.004363 0 
     8387.941606     0.998214     0.004358 0 
     8387.942995     0.997252     0.004359 0 
     8387.944384     0.994735     0.004355 0 
     8387.945773     1.000840     0.004360 0 
     8387.947162     0.993544     0.004353 0 
     8387.948551     0.999046     0.004362 0 
     8387.949939     0.997126     0.004364 0 
     8387.951328     0.997315     0.004355 0 
     8387.952717     1.002440     0.004360 0 
     8387.954106     0.999924     0.004362 0 
     8387.955495     1.002931     0.004361 0 
     8387.956884     1.002408     0.004364 0 
     8387.958273     1.001460     0.004360 0 
     8387.959662     1.000410     0.004362 0 
     8387.961050     1.002338     0.004367 0 
     8387.962439     0.997174     0.004360 0 
     8387.963828     1.006221     0.004366 0 
     8387.965217     0.999966     0.004360 0 
     8387.966606     0.995296     0.004360 0 
     8387.967995     0.996538     0.004356 0 
     8387.969384     1.003835     0.004364 0 
     8387.970773     1.000802     0.004361 0 
     8387.972161     1.001613     0.004363 0 
     8387.973550     0.994232     0.004359 0 
     8387.974939     1.000798     0.004366 0 
     8387.976328     0.995430     0.004358 0 
     8387.977717     1.006076     0.004367 0 
     8387.979106     1.002343     0.004366 0 
     8387.980495     0.995148     0.004358 0 
     8387.981884     0.993478     0.004360 0 
     8387.983272     1.004513     0.004367 0 
     8387.984661     1.003513     0.004364 0 
     8387.986050     0.999006     0.004362 0 
     8387.987439     1.005264     0.004369 0 
     8387.988828     0.999582     0.004365 0 
     8387.990217     0.999559     0.004355 0 
     8387.991606     0.999541     0.004361 0 
     8387.992995     0.997880     0.004357 0 
     8387.994383     0.993513     0.004362 0 
     8387.995772     1.000152     0.004363 0 
     8387.997161     1.000243     0.004363 0 
     8387.998550     0.997686     0.004357 0 
     8387.999939     0.997193     0.004355 0 
     8388.001328     0.997756     0.004361 0 
     8388.002717     0.998434     0.004359 0 
     8388.004106     0.999112     0.004361 0 
     8388.005494     0.996877     0.004360 0 
     8388.006883     0.998207     0.004360 0 
     8388.008272     0.996523     0.004354 0 
     8388.009661     0.996596     0.004359 0 
     8388.011050     1.002504     0.004369 0 
     8388.012439     1.002634     0.004367 0 
     8388.013828     1.002148     0.004362 0 
     8388.015217     0.993653     0.004359 0 
     8388.016605     0.997725     0.004360 0 
     8388.017994     0.994715     0.004356 0 
     8388.019383     1.001743     0.004364 0 
     8388.020772     1.001787     0.004364 0 
     8388.022161     0.997231     0.004359 0 
     8388.023550     0.997648     0.004369 0 
