  2458385.941625      1804.369385         7.906016
  2458385.943014      1817.458252         7.935860
  2458385.944403      1812.293213         7.938963
  2458385.945792      1812.137207         7.962714
  2458385.947180      1817.605225         7.947271
  2458385.948569      1814.539795         7.956044
  2458385.949958      1829.217163         7.969136
  2458385.951347      1814.596191         7.951626
  2458385.952736      1809.130005         7.931027
  2458385.954125      1826.958008         7.954581
  2458385.955514      1829.284180         7.948970
  2458385.956903      1824.584351         7.955129
  2458385.958291      1830.903320         7.971326
  2458385.959680      1844.358521         7.970157
  2458385.961069      1839.811646         7.960281
  2458385.962458      1829.818970         7.954567
  2458385.963847      1832.778198         7.958607
  2458385.965236      1813.049561         7.946480
  2458385.966625      1825.449341         7.957433
  2458385.968014      1823.270020         7.954710
  2458385.969403      1825.496460         7.968063
  2458385.970791      1834.686890         7.963410
  2458385.972180      1835.570557         7.964723
  2458385.973569      1820.278320         7.947224
  2458385.974958      1844.968262         7.967505
  2458385.976347      1830.609863         7.956630
  2458385.977736      1831.641968         7.953796
  2458385.979125      1820.851562         7.954937
  2458385.980514      1827.960327         7.947375
  2458385.981902      1837.765503         7.958239
  2458385.983291      1818.557861         7.948507
  2458385.984680      1830.871094         7.955484
  2458385.986069      1837.624146         7.963491
  2458385.987458      1840.287842         7.962136
  2458385.988847      1830.499878         7.955564
  2458385.990236      1814.979858         7.948725
  2458385.991625      1846.568115         7.967255
  2458385.993013      1835.700073         7.961970
  2458385.994402      1816.563599         7.946744
  2458385.995791      1841.768799         7.960546
  2458385.997180      1834.901611         7.954688
  2458385.998569      1819.164917         7.947563
  2458385.999958      1836.114746         7.954828
  2458386.001347      1813.417358         7.935517
  2458386.002736      1845.385498         7.973547
  2458386.004124      1833.819458         7.960383
  2458386.005513      1837.175659         7.959038
  2458386.006902      1820.738281         7.946474
  2458386.008291      1832.517700         7.953899
  2458386.009680      1836.907104         7.961742
  2458386.011069      1818.130005         7.952459
  2458386.012458      1832.792725         7.959468
  2458386.013847      1830.975830         7.959397
  2458386.015236      1828.206177         7.955192
  2458386.016624      1828.474731         7.957050
  2458386.018013      1821.073975         7.956157
  2458386.019402      1830.504761         7.951105
  2458386.020791      1827.204224         7.949433
  2458386.022180      1836.728760         7.960408
  2458386.023569      1856.713257         7.981615
  2458386.024958      1818.880493         7.945388
  2458386.026347      1838.078979         7.965333
  2458386.027735      1828.394409         7.949575
  2458386.029124      1832.083374         7.967051
  2458386.030513      1826.827881         7.955806
  2458386.031902      1835.686768         7.981152
  2458386.033291      1836.729126         7.975558
  2458386.034680      1834.338867         7.955195
  2458386.036069      1832.693848         7.955307
  2458386.037458      1827.939087         7.945462
  2458386.038846      1838.260742         7.955965
  2458386.040235      1821.937256         7.952179
  2458386.041624      1829.025146         7.950522
  2458386.043013      1836.843750         7.961962
  2458386.044402      1826.816528         7.947831
  2458386.045791      1836.528320         7.968182
  2458386.047180      1845.648071         7.963640
  2458386.048569      1817.813599         7.968199
