  -5.850   -0.689  0.000683
  -5.850    0.311  0.000667
  -4.850   -2.689  0.000785
  -4.850   -1.689  0.001170
  -4.850   -0.689  0.001471
  -4.850    0.311  0.001445
  -4.850    1.311  0.001231
  -4.850    2.311  0.000850
  -4.850    3.311  0.000492
  -3.850   -3.689  0.001217
  -3.850   -2.689  0.002074
  -3.850   -1.689  0.003596
  -3.850   -0.689  0.004215
  -3.850    0.311  0.003865
  -3.850    1.311  0.002683
  -3.850    2.311  0.001736
  -3.850    3.311  0.001056
  -3.850    4.311  0.000669
  -2.850   -4.689  0.001044
  -2.850   -3.689  0.002177
  -2.850   -2.689  0.005171
  -2.850   -1.689  0.009733
  -2.850   -0.689  0.012422
  -2.850    0.311  0.011210
  -2.850    1.311  0.007325
  -2.850    2.311  0.003887
  -2.850    3.311  0.001957
  -2.850    4.311  0.001064
  -1.850   -4.689  0.001246
  -1.850   -3.689  0.003537
  -1.850   -2.689  0.009340
  -1.850   -1.689  0.020280
  -1.850   -0.689  0.029245
  -1.850    0.311  0.026496
  -1.850    1.311  0.016929
  -1.850    2.311  0.008532
  -1.850    3.311  0.003677
  -1.850    4.311  0.001337
  -1.850    5.311  0.000754
  -0.850   -5.689  0.000802
  -0.850   -4.689  0.001530
  -0.850   -3.689  0.004430
  -0.850   -2.689  0.012068
  -0.850   -1.689  0.029493
  -0.850   -0.689  0.045504
  -0.850    0.311  0.045939
  -0.850    1.311  0.031379
  -0.850    2.311  0.015119
  -0.850    3.311  0.005884
  -0.850    4.311  0.002044
  -0.850    5.311  0.000781
   0.150   -5.689  0.000650
   0.150   -4.689  0.001344
   0.150   -3.689  0.004005
   0.150   -2.689  0.012152
   0.150   -1.689  0.029230
   0.150   -0.689  0.048633
   0.150    0.311  0.053002
   0.150    1.311  0.039951
   0.150    2.311  0.020094
   0.150    3.311  0.007546
   0.150    4.311  0.002929
   0.150    5.311  0.000966
   1.150   -5.689  0.000645
   1.150   -4.689  0.001414
   1.150   -3.689  0.003324
   1.150   -2.689  0.008655
   1.150   -1.689  0.020416
   1.150   -0.689  0.034975
   1.150    0.311  0.040058
   1.150    1.311  0.030211
   1.150    2.311  0.016801
   1.150    3.311  0.006804
   1.150    4.311  0.002703
   1.150    5.311  0.001134
   2.150   -4.689  0.000856
   2.150   -3.689  0.002348
   2.150   -2.689  0.004827
   2.150   -1.689  0.010523
   2.150   -0.689  0.017681
   2.150    0.311  0.019908
   2.150    1.311  0.015577
   2.150    2.311  0.009497
   2.150    3.311  0.004480
   2.150    4.311  0.001959
   2.150    5.311  0.000809
   3.150   -4.689  0.000581
   3.150   -3.689  0.001612
   3.150   -2.689  0.002911
   3.150   -1.689  0.005161
   3.150   -0.689  0.007648
   3.150    0.311  0.008611
   3.150    1.311  0.006835
   3.150    2.311  0.004778
   3.150    3.311  0.002780
   3.150    4.311  0.001372
   4.150   -3.689  0.001119
   4.150   -2.689  0.001731
   4.150   -1.689  0.002619
   4.150   -0.689  0.003511
   4.150    0.311  0.003834
   4.150    1.311  0.003250
   4.150    2.311  0.002196
   4.150    3.311  0.001417
   5.150   -2.689  0.001179
   5.150   -1.689  0.001434
   5.150   -0.689  0.001730
   5.150    0.311  0.001791
   5.150    1.311  0.001461
   5.150    2.311  0.001197
